date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:18:31	5751/5751	URF---	200	untouched ('OK%20(cached)')	image/png		https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/ClassCentral_Project/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
23:18:32	96645/96645	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2020:49:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/ClassCentral_Project/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
23:18:32	518630/518630	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:40%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
23:18:32	6083/6083	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2010:02:33%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/ClassCentral_Project/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
23:18:32	416880/416880	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:32%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
23:18:32	93874/93874	URF---	200	untouched ('OK%20(cached)')	image/png		https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/ClassCentral_Project/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
23:18:32	6773/6773	URF---	200	untouched ('OK%20(cached)')	image/png		https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/ClassCentral_Project/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
23:18:33	193990/193990	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:55%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
23:18:33	29596/29596	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:08:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/ClassCentral_Project/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
23:18:34	829872/829872	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:34%20GMT	https://www.classcentral.com/starting-this-month	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
23:18:34	378/378	---MC-	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2021:18:34%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
23:18:36	498/498	---MC-	302	error ('Found')	text/html	date:Thu,%2023%20Feb%202023%2021:18:35%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
23:18:37	766246/766246	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:35%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
23:18:37	141015/141015	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:44%20GMT	https://www.classcentral.com/report/most-popular-february-2023/	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/report/most-popular-february-2023/index.html	(from https://www.classcentral.com/)
23:18:38	845241/845241	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:38%20GMT	https://www.classcentral.com/subject/ai	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
23:18:39	825207/825207	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:39%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
23:18:40	768636/768636	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:40%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
23:18:41	7803/7803	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:41%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/computer-networking	(from https://www.classcentral.com/)
23:18:42	788544/788544	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:41%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
23:18:42	7789/7789	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:42%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
23:18:42	7705/7705	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:42%20GMT	https://www.classcentral.com/subject/devops	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/devops	(from https://www.classcentral.com/)
23:18:42	7990/7990	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:42%20GMT	https://www.classcentral.com/subject/deep-learning	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/deep-learning.59.delayed	(from https://www.classcentral.com/)
23:18:44	761818/761818	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:44%20GMT	https://www.classcentral.com/subject/cryptography	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/cryptography.html	(from https://www.classcentral.com/)
23:18:44	8006/8006	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:44%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/quantum-computing.5b.delayed	(from https://www.classcentral.com/)
23:18:44	7692/7692	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:44%20GMT	https://www.classcentral.com/subject/hci	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/hci	(from https://www.classcentral.com/)
23:18:45	8016/8016	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:45%20GMT	https://www.classcentral.com/subject/distributed-systems	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/distributed-systems.5d.delayed	(from https://www.classcentral.com/)
23:18:45	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:45%20GMT	https://www.classcentral.com/subject/blockchain	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/blockchain.5e.delayed	(from https://www.classcentral.com/)
23:18:46	7985/7985	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:46%20GMT	https://www.classcentral.com/subject/operating-systems	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/operating-systems.5f.delayed	(from https://www.classcentral.com/)
23:18:48	706798/706798	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:47%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/computer-graphics.html	(from https://www.classcentral.com/)
23:18:48	8051/8051	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:48%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/nutrition-and-wellness.61.delayed	(from https://www.classcentral.com/)
23:18:48	7812/7812	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:48%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/disease-and-disorders	(from https://www.classcentral.com/)
23:18:48	7990/7990	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:48%20GMT	https://www.classcentral.com/subject/public-health	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/public-health.63.delayed	(from https://www.classcentral.com/)
23:18:49	7980/7980	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:49%20GMT	https://www.classcentral.com/subject/health-care	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/health-care.64.delayed	(from https://www.classcentral.com/)
23:18:49	7943/7943	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:49%20GMT	https://www.classcentral.com/subject/nursing	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/nursing.65.delayed	(from https://www.classcentral.com/)
23:18:51	750483/750483	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:51%20GMT	https://www.classcentral.com/subject/anatomy	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/anatomy.html	(from https://www.classcentral.com/)
23:18:51	8013/8013	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:51%20GMT	https://www.classcentral.com/subject/veterinary-science	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/veterinary-science.67.delayed	(from https://www.classcentral.com/)
23:18:51	7714/7714	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:51%20GMT	https://www.classcentral.com/subject/cme	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/cme	(from https://www.classcentral.com/)
23:18:52	7956/7956	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:52%20GMT	https://www.classcentral.com/subject/statistics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/statistics.69.delayed	(from https://www.classcentral.com/)
23:18:53	8045/8045	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:53%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/foundations-of-mathematics.6a.delayed	(from https://www.classcentral.com/)
23:18:54	760259/760259	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:54%20GMT	https://www.classcentral.com/subject/calculus	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/calculus.html	(from https://www.classcentral.com/)
23:18:54	8041/8041	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:54%20GMT	https://www.classcentral.com/subject/discrete-mathematics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/discrete-mathematics.6c.delayed	(from https://www.classcentral.com/)
23:18:55	7774/7774	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:54%20GMT	https://www.classcentral.com/subject/trigonometry	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/trigonometry	(from https://www.classcentral.com/)
23:18:55	7946/7946	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:55%20GMT	https://www.classcentral.com/subject/geometry	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/geometry.6e.delayed	(from https://www.classcentral.com/)
23:18:55	7922/7922	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:55%20GMT	https://www.classcentral.com/subject/algebra	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/algebra.6f.delayed	(from https://www.classcentral.com/)
23:18:56	7959/7959	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:56%20GMT	https://www.classcentral.com/subject/precalculus	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/precalculus.70.delayed	(from https://www.classcentral.com/)
23:18:58	719837/719837	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:18:57%20GMT	https://www.classcentral.com/subject/number-theory	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/number-theory.html	(from https://www.classcentral.com/)
23:18:58	7990/7990	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:57%20GMT	https://www.classcentral.com/subject/combinatorics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/combinatorics.72.delayed	(from https://www.classcentral.com/)
23:18:58	7800/7800	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:58%20GMT	https://www.classcentral.com/subject/mathematical-logic	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/mathematical-logic	(from https://www.classcentral.com/)
23:18:58	8013/8013	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:58%20GMT	https://www.classcentral.com/subject/linear-programming	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/linear-programming.74.delayed	(from https://www.classcentral.com/)
23:18:59	8064/8064	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:59%20GMT	https://www.classcentral.com/subject/management-and-leadership	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/management-and-leadership.75.delayed	(from https://www.classcentral.com/)
23:18:59	7921/7921	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:18:59%20GMT	https://www.classcentral.com/subject/finance	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/finance.76.delayed	(from https://www.classcentral.com/)
23:19:01	786628/786628	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:01%20GMT	https://www.classcentral.com/subject/entrepreneurship	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/entrepreneurship.html	(from https://www.classcentral.com/)
23:19:01	7953/7953	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:01%20GMT	https://www.classcentral.com/subject/marketing	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/marketing.78.delayed	(from https://www.classcentral.com/)
23:19:01	7827/7827	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:01%20GMT	https://www.classcentral.com/subject/strategic-management	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/strategic-management	(from https://www.classcentral.com/)
23:19:02	8006/8006	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:02%20GMT	https://www.classcentral.com/subject/industry-specific	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/industry-specific.7a.delayed	(from https://www.classcentral.com/)
23:19:02	8048/8048	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:02%20GMT	https://www.classcentral.com/subject/business-intelligence	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/business-intelligence.7b.delayed	(from https://www.classcentral.com/)
23:19:03	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:03%20GMT	https://www.classcentral.com/subject/accounting	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/accounting.7c.delayed	(from https://www.classcentral.com/)
23:19:04	759196/759196	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:04%20GMT	https://www.classcentral.com/subject/human-resources	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/human-resources.html	(from https://www.classcentral.com/)
23:19:05	7992/7992	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:04%20GMT	https://www.classcentral.com/subject/project-management	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/project-management.7e.delayed	(from https://www.classcentral.com/)
23:19:05	7720/7720	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:05%20GMT	https://www.classcentral.com/subject/sales	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/sales	(from https://www.classcentral.com/)
23:19:05	7979/7979	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:05%20GMT	https://www.classcentral.com/subject/design-thinking	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/design-thinking.80.delayed	(from https://www.classcentral.com/)
23:19:06	8006/8006	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:05%20GMT	https://www.classcentral.com/subject/business-software	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/business-software.81.delayed	(from https://www.classcentral.com/)
23:19:06	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:06%20GMT	https://www.classcentral.com/subject/risk-management	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/risk-management.82.delayed	(from https://www.classcentral.com/)
23:19:08	743083/743083	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:07%20GMT	https://www.classcentral.com/subject/csr	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/csr.html	(from https://www.classcentral.com/)
23:19:08	7982/7982	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:08%20GMT	https://www.classcentral.com/subject/customer-service	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/customer-service.84.delayed	(from https://www.classcentral.com/)
23:19:08	7761/7761	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:08%20GMT	https://www.classcentral.com/subject/nonprofit	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/nonprofit	(from https://www.classcentral.com/)
23:19:08	7956/7956	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:08%20GMT	https://www.classcentral.com/subject/innovation	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/innovation.86.delayed	(from https://www.classcentral.com/)
23:19:09	8048/8048	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:09%20GMT	https://www.classcentral.com/subject/operations-management	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/operations-management.87.delayed	(from https://www.classcentral.com/)
23:19:09	7922/7922	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:09%20GMT	https://www.classcentral.com/subject/history	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/history.88.delayed	(from https://www.classcentral.com/)
23:19:11	781340/781340	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:11%20GMT	https://www.classcentral.com/subject/literature	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/literature.html	(from https://www.classcentral.com/)
23:19:11	7985/7985	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:11%20GMT	https://www.classcentral.com/subject/language-learning	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/language-learning.8a.delayed	(from https://www.classcentral.com/)
23:19:11	7808/7808	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:11%20GMT	https://www.classcentral.com/subject/grammar-writing	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/grammar-writing	(from https://www.classcentral.com/)
23:19:12	7977/7977	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:12%20GMT	https://www.classcentral.com/subject/philosophy	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/philosophy.8c.delayed	(from https://www.classcentral.com/)
23:19:12	7946/7946	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:12%20GMT	https://www.classcentral.com/subject/religion	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/religion.8d.delayed	(from https://www.classcentral.com/)
23:19:13	7906/7906	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:13%20GMT	https://www.classcentral.com/subject/esl	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/esl.8e.delayed	(from https://www.classcentral.com/)
23:19:15	771281/771281	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:14%20GMT	https://www.classcentral.com/subject/culture	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/culture.html	(from https://www.classcentral.com/)
23:19:15	7919/7919	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:15%20GMT	https://www.classcentral.com/subject/sports	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/sports.90.delayed	(from https://www.classcentral.com/)
23:19:15	7764/7764	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:15%20GMT	https://www.classcentral.com/subject/journalism	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/journalism	(from https://www.classcentral.com/)
23:19:16	7919/7919	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:15%20GMT	https://www.classcentral.com/subject/ethics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/ethics.92.delayed	(from https://www.classcentral.com/)
23:19:16	7959/7959	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:16%20GMT	https://www.classcentral.com/subject/linguistics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/linguistics.93.delayed	(from https://www.classcentral.com/)
23:19:18	761274/761274	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:17%20GMT	https://www.classcentral.com/subject/food	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/food.html	(from https://www.classcentral.com/)
23:19:18	7979/7979	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:18%20GMT	https://www.classcentral.com/subject/library-science	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/library-science.95.delayed	(from https://www.classcentral.com/)
23:19:18	7730/7730	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:18%20GMT	https://www.classcentral.com/subject/reading	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/reading	(from https://www.classcentral.com/)
23:19:18	8028/8028	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:18%20GMT	https://www.classcentral.com/subject/crisis-management	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/crisis-management.97.delayed	(from https://www.classcentral.com/)
23:19:19	8029/8029	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:19%20GMT	https://www.classcentral.com/subject/electrical-engineering	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/electrical-engineering.98.delayed	(from https://www.classcentral.com/)
23:19:19	8029/8029	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:19%20GMT	https://www.classcentral.com/subject/mechanical-engineering	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/mechanical-engineering.99.delayed	(from https://www.classcentral.com/)
23:19:21	774936/774936	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2021:19:21%20GMT	https://www.classcentral.com/subject/civil-engineering	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/civil-engineering.html	(from https://www.classcentral.com/)
23:19:21	7925/7925	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:21%20GMT	https://www.classcentral.com/subject/robotics	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/robotics.9b.delayed	(from https://www.classcentral.com/)
23:19:21	7780/7780	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:21%20GMT	https://www.classcentral.com/subject/nanotechnology	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/nanotechnology	(from https://www.classcentral.com/)
23:19:22	7905/7905	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2021:19:22%20GMT	https://www.classcentral.com/subject/gis	C:/My%20Web%20Sites/ClassCentral_Project/www.classcentral.com/subject/gis.9d.delayed	(from https://www.classcentral.com/)
